Rowid_,VALUE,COUNT,MH_EVT,MH_EVH,MH_EVC,CLASSNAME,EVT_GP,EVT_GP_N,CLASSNAMES,CLASSNAMES_1
,470,3,3444,108,103,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,471,13,3278,102,127,Boreal Acidic Peatland Herbaceous,683.000000000000000,Peatland Forests,Herb Height 0.5 to 1.0 meters,Herb Cover >= 70 and < 80%
,472,3,3271,102,126,Eastern Boreal Floodplain Herbaceous,676.000000000000000,Jack Pine Forest,Herb Height 0.5 to 1.0 meters,Herb Cover >= 60 and < 70%
,473,14,3477,108,104,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,474,11,3494,110,101,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,475,1,3494,108,104,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,476,2,3301,109,101,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,477,5,3362,110,109,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,478,1,3366,111,104,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 40 and < 50%
,479,1,3366,111,106,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,480,1,3244,108,103,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,481,6,3494,108,101,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 0 to 5 meters,Tree Cover >= 10 and < 20%
,482,5,3477,108,106,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 0 to 5 meters,Tree Cover >= 60 and < 70%
,483,1,3479,110,107,Central Interior and Appalachian Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 10 to 25 meters,Tree Cover >= 70 and < 80%
,484,1,3365,108,105,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,485,1,3362,110,102,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,486,4,3281,105,112,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 20 and < 30%
,487,6,3285,104,112,Laurentian-Acadian Shrub Wetlands,675.000000000000000,Inland Marshes and Prairies,Shrub Height 0 to 0.5 meters,Shrub Cover >= 20 and < 30%
,488,12,3239,109,103,Laurentian-Acadian Northern Pine-Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,489,1,3271,102,122,Eastern Boreal Floodplain Herbaceous,676.000000000000000,Jack Pine Forest,Herb Height 0.5 to 1.0 meters,Herb Cover >= 20 and < 30%
,490,1,3239,109,102,Laurentian-Acadian Northern Pine-Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,491,9,3477,108,105,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,492,79,3245,109,101,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,493,13,3494,109,102,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,494,7,3301,111,109,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 25 to 50 meters,Tree Cover >= 90 and <= 100%
,495,1,3976,102,121,Eastern Cool Temperate Fallow/Idle Cropland,66.000000000000000,Agricultural-Fallow/Idle Cropland,Herb Height 0.5 to 1.0 meters,Herb Cover >= 10 and < 20%
,496,2,3284,101,125,Laurentian-Acadian Herbaceous Wetlands,675.000000000000000,Inland Marshes and Prairies,Herb Height 0 to 0.5 meters,Herb Cover >= 50 and < 60%
,497,2,3365,109,104,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,498,7,3244,111,106,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,499,1,3977,102,126,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0.5 to 1.0 meters,Herb Cover >= 60 and < 70%
,500,10,3494,109,101,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,501,4,3934,101,124,Eastern Cool Temperate Developed Ruderal Grassland,16.000000000000000,Developed-Upland Herbaceous,Herb Height 0 to 0.5 meters,Herb Cover >= 40 and < 50%
,502,1,3931,108,102,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 0 to 5 meters,Tree Cover >= 20 and < 30%
,503,3,3931,109,102,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,504,1,3931,109,104,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,505,3,3477,111,104,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 25 to 50 meters,Tree Cover >= 40 and < 50%
,506,2,3238,109,103,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,507,6,3279,104,114,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 40 and < 50%
,508,3,3281,104,114,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 40 and < 50%
,509,15,3279,104,113,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 30 and < 40%
,510,2,3281,106,114,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 1.0 to 3.0 meters,Shrub Cover >= 40 and < 50%
,511,1,3281,106,112,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 1.0 to 3.0 meters,Shrub Cover >= 20 and < 30%
,512,26,3284,101,124,Laurentian-Acadian Herbaceous Wetlands,675.000000000000000,Inland Marshes and Prairies,Herb Height 0 to 0.5 meters,Herb Cover >= 40 and < 50%
,513,1,3365,111,103,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 30 and < 40%
,514,1,3365,111,105,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 50 and < 60%
,515,1,3281,105,113,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 30 and < 40%
,516,1,3269,106,111,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height 1.0 to 3.0 meters,Shrub Cover >= 10 and < 20%
,517,11,3301,111,105,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 25 to 50 meters,Tree Cover >= 50 and < 60%
,518,12,3269,104,115,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height 0 to 0.5 meters,Shrub Cover >= 50 and < 60%
,519,39,3195,101,129,Recently Burned-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 90 and <= 100%
,520,1,3269,104,113,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height 0 to 0.5 meters,Shrub Cover >= 30 and < 40%
,521,2,3285,104,113,Laurentian-Acadian Shrub Wetlands,675.000000000000000,Inland Marshes and Prairies,Shrub Height 0 to 0.5 meters,Shrub Cover >= 30 and < 40%
,522,1,3362,108,103,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,523,2,3279,105,114,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 40 and < 50%
,524,2,3281,105,114,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 40 and < 50%
,525,2,3241,111,104,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 40 and < 50%
,526,3,3301,110,101,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,527,21,3534,109,101,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,528,2,3407,110,101,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,529,3,3245,110,101,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,530,3,3534,110,101,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,531,1,3494,108,105,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,532,1,3362,110,101,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,533,8,3195,101,125,Recently Burned-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 50 and < 60%
,534,1,3934,102,127,Eastern Cool Temperate Developed Ruderal Grassland,16.000000000000000,Developed-Upland Herbaceous,Herb Height 0.5 to 1.0 meters,Herb Cover >= 70 and < 80%
,535,4,3191,101,122,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 20 and < 30%
,536,961,3295,32,32,Quarries-Strip Mines-Gravel Pits,32.000000000000000,Quarries-Strip Mines-Gravel Pits,Quarries-Strip Mines-Gravel Pits,Quarries-Strip Mines-Gravel Pits
,537,1,3366,111,101,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 10 and < 20%
,538,1,3973,64,64,Eastern Cool Temperate Row Crop - Close Grown Crop,63.000000000000000,Agricultural-Row Crop-Close Grown Crop,NASS-Row Crop,NASS-Row Crop
,539,2,3931,109,103,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,540,4,3477,111,106,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,541,1,3976,102,122,Eastern Cool Temperate Fallow/Idle Cropland,66.000000000000000,Agricultural-Fallow/Idle Cropland,Herb Height 0.5 to 1.0 meters,Herb Cover >= 20 and < 30%
,542,1,3976,102,123,Eastern Cool Temperate Fallow/Idle Cropland,66.000000000000000,Agricultural-Fallow/Idle Cropland,Herb Height 0.5 to 1.0 meters,Herb Cover >= 30 and < 40%
,543,2,3365,109,101,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,544,1,3271,102,123,Eastern Boreal Floodplain Herbaceous,676.000000000000000,Jack Pine Forest,Herb Height 0.5 to 1.0 meters,Herb Cover >= 30 and < 40%
,545,1,3239,111,108,Laurentian-Acadian Northern Pine-Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 25 to 50 meters,Tree Cover >= 80 and < 90%
,546,1,3497,100,100,Central Interior and Appalachian Sparsely Vegetated Systems,700.000000000000000,Sparse Vegetation,Sparse Vegetation Height,Sparse Vegetation Canopy
,547,1,3269,105,111,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 10 and < 20%
,548,11,3365,110,101,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,549,1,3366,111,102,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 20 and < 30%
,550,1,3238,110,102,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,551,11,3285,104,115,Laurentian-Acadian Shrub Wetlands,675.000000000000000,Inland Marshes and Prairies,Shrub Height 0 to 0.5 meters,Shrub Cover >= 50 and < 60%
,552,2,3931,110,106,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 10 to 25 meters,Tree Cover >= 60 and < 70%
,553,3,3301,111,104,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 25 to 50 meters,Tree Cover >= 40 and < 50%
,554,1,3970,109,101,Eastern Cool Temperate Orchard,60.000000000000000,Agricultural-Orchard,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,555,1,3271,102,125,Eastern Boreal Floodplain Herbaceous,676.000000000000000,Jack Pine Forest,Herb Height 0.5 to 1.0 meters,Herb Cover >= 50 and < 60%
,556,1,3362,109,102,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,557,28,3344,109,102,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,558,1,3245,111,106,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,559,1,3365,109,108,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 80 and < 90%
,560,1,3245,111,108,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 80 and < 90%
,561,1,3278,101,127,Boreal Acidic Peatland Herbaceous,683.000000000000000,Peatland Forests,Herb Height 0 to 0.5 meters,Herb Cover >= 70 and < 80%
,562,1,3245,108,106,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 60 and < 70%
,563,2,3244,108,105,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,564,1,3931,108,104,Eastern Cool Temperate Developed Ruderal Evergreen Forest,14.000000000000000,Developed-Upland Evergreen Forest,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,565,2,3481,108,105,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,566,1,3977,101,125,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0 to 0.5 meters,Herb Cover >= 50 and < 60%
,567,1,3977,101,124,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0 to 0.5 meters,Herb Cover >= 40 and < 50%
,568,2,3977,101,126,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0 to 0.5 meters,Herb Cover >= 60 and < 70%
,569,2,3481,110,101,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,570,1,3365,108,101,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 10 and < 20%
,571,1,3930,108,103,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
